ano,regiao,uf,ies,grande_area,area,nivel,autor,sexo
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,BRENO RIBEIRO MARENT,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,LILIA MARIA DE OLIVEIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,PALOMA ELAINE SANTOS GOULART,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ANA FLAVIA MARTINS MACHADO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,HENRIQUE SEGALL NASCIMENTO CAMPOS,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,GUILHERME ARAUJO CARDOSO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,EMILIA AGNES ASSIS DE LIMA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,GABRIELA LAFETA BORGES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,DEBORA MARIZ,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,RICARDO MIRANDA NACHMANOWICZ,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,LUCIANA MARIA AZEVEDO DE ALMEIDA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,DANIELA OLIVEIRA RAMOS DOS PASSOS,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,VELCIMIRO INACIO MAIA,Desconhecido
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ALISSON MAGALHAES SOARES,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,ANTONIO CARLOS RIBEIRO FERREIRA DA SILVA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,VALERIA CRISTINA DE OLIVEIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MARCOS DA COSTA MARTINS,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,LUANA HORDONES CHAVES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,BRUNO LEONARDO CUNHA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,MELINE COSTA SOUSA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,ANTONIO WAGNER VELOSO ROCHA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ANAMARIA BATISTA NOGUEIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,FABIANA GOULART DE OLIVEIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CAROLINA COUTO DA MATA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MAGNA ROSANE CRUZ,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,WILLIAM MATTIOLI,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,LORENZO LANZETTA NATALE,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,RINALDO CONDE BUENO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,DANIELA TEIXEIRA DUTRA VIOLA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CAMILA TEIXEIRA HELENO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,NATALIA NUNES SCORALICK LEMPKE,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,JULIANA GOMES CABRAL DE ALMEIDA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,ROBERTA BANDEIRA DE SOUZA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARCIA APARECIDA DE ABREU FONSECA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ANA PAULA ASSIS DE OLIVEIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,OTACILIO DE OLIVEIRA JUNIOR,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARCELO AUGUSTO RESENDE,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CAROLINA SILVA BANDEIRA DE MELO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,HELIO HIROSHI HAMDA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULICE MARIA RESENDE MACHADO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RITA DE CASSIA REIS,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ENIO RODRIGUES DA SILVA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUIZ FERNANDO DA SILVA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FRANCISCO ANDRE SILVA MARTINS,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PATRICIA CELESTE DA SILVA DELGADO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,INES FLORINDA LUIS BUISSA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SANDRO VINICIUS SALES DOS SANTOS,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUIZ PAULO RIBEIRO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ONELI DE FATIMA TEIXEIRA GONCALVES,Unissex
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MIGUEL BOA ISABEL,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCAS EUSTAQUIO DE PAIVA SILVA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOSUE CARVALHO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CARLOS ROBERTO HORTA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CATARINA BARBOSA TORRES GOMES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ELIEZER RAIMUNDO DE SOUZA COSTA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FERNANDO CONDE VEIGA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GIOVANNI CAMPOS FONSECA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GIANE MARIA DA SILVA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA CRISTINA DA SILVA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCILENE JULIA DA SILVA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EDNA MARTINS BORGES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RENATO PONTONE JUNIOR,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIANA DA SILVA DE OLIVEIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARCUS VINICIUS DUARTE SILVA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LEANDRO SILVA DE PAULA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ROBERTA SPERANDIO TRASPADINI,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CESAR ROTA JUNIOR,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ALEXANDRE DA SILVA FERRY,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JORGE LUIS COSTA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NEILTON CASTRO DA CRUZ,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PAULA CRISTINA DAVID GUIMARAES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CELESTE DEOGRACIAS DE SOUZA BITENCOURT,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ISMAEL KRISHNA DE ANDRADE NEIVA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CACILDA RODRIGUES CAVALCANTE,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EDGARD LEITE DE OLIVEIRA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FERNANDO FRANCISCO PEREIRA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ALEXANDRE FAGUNDES FARIA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NDOMBELE MAYEMBE,Desconhecido
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA CAROLINA DA SILVA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JERRY ADRIANI DA SILVA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MICHELY DE LIMA FERREIRA VARGAS,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA SOL VILLAGOMEZ RODRIGUEZ,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CRISTIANE FERNANDA XAVIER,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DANIEL HANDAN TRIGINELLI,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA RAFAELA CORREIA FERREIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PRISCILLA KELLY FIGUEIREDO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JOSE DE ANDRADE MATOS SOBRINHO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RODRIGO DOS SANTOS CREPALDE,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MONICA DAISY VIEIRA ARAUJO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,FRANCISCO ANTONIO MACONGO CHOCOLATE,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULIO CESAR VIRGINIO DA COSTA,Homem
