dominio,documento,nome,uf,cidade,cep,data_cadastro,ultima_atualizacao,ticket
juntoscontracorrupcao.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2015-12-03T16:42:13Z,2019-05-13T14:21:07Z,14981141
lai.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2014-04-08T19:15:07Z,2019-05-13T14:21:15Z,12773600
ouvidoria.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2016-06-02T18:54:04Z,2019-05-13T14:21:24Z,15610129
ouvidorias.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2011-09-02T14:31:04Z,2019-05-13T14:21:34Z,8780804
portaldatransparencia.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2004-11-24T17:43:10Z,2019-05-13T14:21:44Z,1884669
portaltransparencia.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2004-11-24T17:43:10Z,2019-05-13T14:26:53Z,1884690
sic.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2014-04-08T19:15:07Z,2019-05-13T14:22:02Z,12773558
simplifique.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2017-11-13T15:04:26Z,2017-11-13T15:04:26Z,17654098
todoscontracorrupcao.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2015-12-03T16:42:13Z,2019-05-13T14:22:17Z,14981140
todosjuntoscontracorrupcao.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2015-12-03T16:42:13Z,2019-05-13T14:22:25Z,14981136
transparencia.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2004-12-07T13:21:31Z,2019-05-13T14:22:34Z,1904753
transparenciapublica.gov.br,005.914.685/0001-03,CONTROLADORIA-GERAL DA UNIÃO,DF,Brasília,70070-905,2005-10-05T19:21:02Z,2019-05-13T14:22:43Z,2401048
creciro.gov.br,005.968.813/0001-93,CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 24 REG,RO,Porto Velho,76803-749,2015-02-24T14:42:47Z,2016-05-11T14:51:59Z,13884579
igualdaderacial.gov.br,006.064.438/0001-10,SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG,DF,Brasília,70054-906,2010-05-10T12:53:36Z,2014-09-22T17:06:43Z,6837299
portaldaigualdade.gov.br,006.064.438/0001-10,SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG,DF,Brasília,70054-906,2010-01-13T14:04:12Z,2014-09-22T17:08:14Z,6426207
promocaodaigualdaderacial.gov.br,006.064.438/0001-10,SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG,DF,Brasília,70054-906,2010-01-13T14:04:12Z,2014-09-22T17:09:04Z,6426201
seppir.gov.br,006.064.438/0001-10,SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG,DF,Brasília,70054-906,2010-05-10T13:09:05Z,2018-10-01T17:29:15Z,6837324
pe.gov.br,006.067.608/0001-10,AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI,PE,Recife,50020-080,1996-07-10T12:00:00Z,2007-02-08T13:58:14Z,11446
pernambuco.gov.br,006.067.608/0001-10,AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI,PE,Recife,50020-080,1999-03-05T19:45:42Z,2008-05-19T13:05:02Z,145277
tre-rj.gov.br,006.170.517/0001-05,Tribunal Regional Eleitoral do Rio de Janeiro,RJ,Rio de Janeiro,20030-021,1998-08-11T20:30:19Z,2017-07-24T12:46:06Z,108617
corenma.gov.br,006.272.868/0001-27,Conselho Regional de Enfermagem - COREN/MA,MA,São Luís,65075-690,2012-04-11T12:47:11Z,2012-04-11T12:47:11Z,9641565
crefito.gov.br,006.290.767/0001-89,Cons. Reg. de fisioterapia e terapia Ocup. da 11ª,DF,Brasília,70340-000,2016-09-27T16:58:09Z,2016-09-27T16:58:09Z,16033717
crefito11.gov.br,006.290.767/0001-89,Cons. Reg. de fisioterapia e terapia Ocup. da 11ª,DF,Brasília,70340-000,2016-09-28T12:30:06Z,2018-05-04T22:54:04Z,16134645
codomar.gov.br,006.347.892/0001-88,Codomar - Companhia Docas do Maranhao,MA,São Luís,65085-370,2012-04-03T18:58:13Z,2018-02-15T18:17:20Z,9708122
ahinor.gov.br,006.347.892/0002-69,ADMINISTRAÇÃO DAS HIDROVIAS DO NORDESTE - AHINOR,MA,São Luís,65020-450,2007-11-09T15:07:23Z,2007-11-09T15:07:23Z,4051221
ahimoc.gov.br,006.347.892/0004-20,Admin. das Hidrovias da Amazonia Ocidental,AM,Manaus,69005-370,2012-01-18T13:59:01Z,2012-03-21T01:23:18Z,9338399
ahsul.gov.br,006.347.892/0010-79,COMPANHIA DOCAS DO MARANHAO - CODOMAR,RS,Porto Alegre,90038-900,2014-02-27T14:21:33Z,2015-08-24T12:42:12Z,12568279
coredopiaui.gov.br,006.518.666/0001-12,Conselho Regional dos Representantes Coml. do Piau,PI,Teresina,64000-090,2014-09-01T17:26:31Z,2014-09-01T17:26:31Z,13238042
epe.gov.br,006.977.747/0001-80,Empresa de Pesquisa Energética,RJ,Rio de Janeiro,20090-003,2005-01-06T16:43:35Z,2016-10-27T12:08:57Z,1958251
sipam.gov.br,007.129.796/0001-26,Centro Gestor e Op. Sist. de Proteção da Amazonia,DF,Brasília,70610-200,2001-04-12T19:56:37Z,2017-10-05T22:13:57Z,545274
banconordeste.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,1998-02-09T12:03:19Z,2019-06-07T20:00:58Z,83925
bnb.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,1996-04-24T12:00:00Z,2019-06-07T20:01:55Z,7114
crediamigo.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,2001-05-18T19:45:53Z,2019-06-07T20:03:57Z,566336
crescenordeste.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,2004-05-03T12:33:33Z,2019-06-07T20:04:43Z,1615211
faroldodesenvolvimento.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,2000-06-13T20:26:58Z,2019-06-07T20:05:05Z,362318
nordestedigital.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,2001-11-19T18:18:11Z,2019-06-07T20:06:41Z,663208
nordesteeletronico.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,2001-11-19T18:18:10Z,2019-06-07T20:06:59Z,663204
nordestenegocios.gov.br,007.237.373/0001-20,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,2001-11-19T18:18:09Z,2019-06-07T20:07:23Z,663199
bancodonordeste.gov.br,007.237.373/0016-06,BANCO DO NORDESTE DO BRASIL S/A,CE,Fortaleza,60743-902,2002-03-18T13:34:47Z,2019-06-07T20:00:04Z,756331
previc.gov.br,007.290.290/0001-02,PREVIC Sup. Nacional de Previdência Complementar,DF,Brasília,70716-900,2013-11-05T09:41:27Z,2017-01-16T17:17:22Z,12172583
cnj.gov.br,007.421.906/0001-29,Conselho Nacional de Justiça,DF,Brasília,70760-544,2005-04-20T14:56:08Z,2015-02-05T17:44:45Z,2111539
idjovem.gov.br,007.490.910/0001-49,Secretaria Nacional da Juventude,DF,Brasília,70200-002,2018-05-17T13:17:51Z,2018-05-17T13:17:51Z,18326409
projovem.gov.br,007.490.910/0001-49,Secretaria Nacional da Juventude,DF,Brasília,70200-002,2006-06-09T19:57:18Z,2018-04-17T18:24:14Z,2844020
projovemurbano.gov.br,007.490.910/0001-49,Secretaria Nacional da Juventude,DF,Brasília,70200-002,2008-08-14T13:51:23Z,2018-04-17T18:24:18Z,4751512
snj.gov.br,007.490.910/0001-49,Secretaria Nacional da Juventude,DF,Brasília,70200-002,2018-05-17T13:17:51Z,2018-05-17T13:17:51Z,18326400
hemobras.gov.br,007.607.851/0001-46,Empresa Brasileira de Hemoderivados e Biotecnologi,PE,Recife,51021-410,2006-09-27T13:20:48Z,2016-03-31T21:39:10Z,3062780
coren-pb.gov.br,007.647.181/0001-91,CONSELHO REGIONAL DE ENFERMAGEM DA PARAIBA,PB,João Pessoa,58013-470,2009-07-03T20:01:26Z,2014-02-18T14:40:58Z,5724636
corenpb.gov.br,007.647.181/0001-91,CONSELHO REGIONAL DE ENFERMAGEM DA PARAIBA,PB,João Pessoa,58013-470,2009-06-30T13:50:17Z,2018-03-21T19:45:33Z,5654571
acs.gov.br,007.752.497/0001-43,ALCANTARA CYCLONE SPACE - BINACIONAL,DF,Brasília,70910-900,2007-12-03T16:12:20Z,2015-06-16T19:43:40Z,4108303
crbio-7.gov.br,007.863.214/0001-30,conselho regional de biologia da 7ª região,PR,Curitiba,80020-090,2009-05-15T16:07:48Z,2012-03-21T19:39:51Z,5558288
crbio-pr.gov.br,007.863.214/0001-30,conselho regional de biologia da 7ª região,PR,Curitiba,80020-090,2009-05-15T16:07:48Z,2012-03-21T19:42:13Z,5558310
crbio07.gov.br,007.863.214/0001-30,conselho regional de biologia da 7ª região,PR,Curitiba,80020-090,2012-08-28T13:46:01Z,2012-08-28T13:46:01Z,10335261
crbio7.gov.br,007.863.214/0001-30,conselho regional de biologia da 7ª região,PR,Curitiba,80020-090,2009-05-15T16:23:16Z,2012-03-21T19:42:50Z,5558339
crbiopr.gov.br,007.863.214/0001-30,conselho regional de biologia da 7ª região,PR,Curitiba,80020-090,2009-05-15T16:23:16Z,2012-03-21T19:42:59Z,5558323
crbio06.gov.br,007.934.511/0001-20,Conselho Regional de Biologia 6ª Região,AM,Manaus,69065-130,2010-01-26T13:24:20Z,2010-01-26T13:24:20Z,6457619
anac.gov.br,007.947.821/0001-89,Agência Nacional de Aviação Civil - ANAC,DF,Brasília,70308-200,2006-04-26T20:30:46Z,2019-03-09T01:33:48Z,2762327
ceara.gov.br,007.954.480/0001-79,Secretaria da Administração,CE,Fortaleza,60130-240,1995-08-21T12:00:00Z,2014-05-06T19:30:28Z,0
crefono8.gov.br,008.077.490/0001-36,Conselho Regional de Fonoaudiologia 8a Regiao,CE,Fortaleza,60170-000,2011-10-26T10:28:36Z,2016-10-01T01:24:53Z,8918873
rn.gov.br,008.241.788/0001-30,Governo do Estado do Rio Grande do Norte,RN,Natal,59064-901,1996-10-15T11:00:00Z,2019-06-04T11:27:52Z,18916
creci-rn.gov.br,008.303.182/0001-81,CONSELHO REG. DE CORRETORES DE IMÓVEIS RN,RN,Natal,59064-490,2017-02-23T14:31:01Z,2017-02-23T14:31:01Z,16651861
crecirn.gov.br,008.303.182/0001-81,CONSELHO REG. DE CORRETORES DE IMÓVEIS RN,RN,Natal,59064-490,2017-02-23T14:25:43Z,2017-02-23T14:25:43Z,16651852
coren-mt.gov.br,008.336.841/0001-86,CONSELHO REGIONAL DE ENFERMAGEM DE MATO GROSSO,MT,Cuiabá,78005-190,2002-05-10T15:55:47Z,2009-01-05T16:17:55Z,820407
rni.gov.br,008.469.280/0001-93,REDE NORTERIOGRANDESE DE INFORMATICA - RNI,RN,Natal,59072-970,1997-08-29T12:00:00Z,2003-02-25T21:40:53Z,54733
projud.gov.br,008.546.459/0001-05,TRIBUNAL DE JUSTIÇA DO ESTADO DO RN,RN,Natal,59025-300,2002-04-15T13:36:56Z,2012-12-27T11:25:47Z,788233
tjrn.gov.br,008.546.459/0001-05,TRIBUNAL DE JUSTIÇA DO ESTADO DO RN,RN,Natal,59025-300,1999-04-09T20:20:45Z,2012-12-27T11:24:57Z,147831
crmvrn.gov.br,008.693.822/0001-07,Conselho Regional de Medicina Veterinária do RN,RN,Natal,59030-050,2011-06-16T17:32:16Z,2018-06-22T11:17:52Z,8441671
biodiversidade.gov.br,008.829.974/0001-94,INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE,DF,Brasília,70670-350,2011-01-06T18:04:02Z,2013-04-19T12:32:05Z,7708202
cemave.gov.br,008.829.974/0001-94,INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE,DF,Brasília,70670-350,2013-04-18T18:37:54Z,2013-04-19T12:32:20Z,11330434
chicomendes.gov.br,008.829.974/0001-94,INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE,DF,Brasília,70670-350,2011-04-29T14:47:46Z,2013-04-19T12:32:37Z,8208630
icmbio.gov.br,008.829.974/0001-94,INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE,DF,Brasília,70670-350,2007-08-29T18:31:20Z,2013-04-19T12:32:12Z,3844230
institutochicomendes.gov.br,008.829.974/0001-94,INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE,DF,Brasília,70670-350,2011-04-29T14:52:56Z,2013-04-19T12:32:25Z,8208640
pi.gov.br,008.839.135/0001-57,Agência de Tecnologia da Informação do Piauí ATI,PI,Teresina,64018-900,1997-04-16T12:00:00Z,2018-11-01T12:52:10Z,36663
portosempapel.gov.br,008.855.874/0001-32,SECRETARIA DE PORTOS DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70714-900,2010-06-18T17:48:13Z,2010-06-18T17:48:13Z,6934554
agenciabrasil.gov.br,009.168.704/0001-42,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,DF,Brasília,70333-900,2000-07-17T13:15:36Z,2009-04-01T12:46:01Z,369745
avozdobrasil.gov.br,009.168.704/0001-42,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,DF,Brasília,70333-900,2016-01-18T13:07:22Z,2016-01-18T13:07:22Z,15079605
nbr.gov.br,009.168.704/0001-42,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,DF,Brasília,70333-900,2016-02-26T17:09:19Z,2016-02-26T17:09:19Z,15186857
portalbrasil.gov.br,009.168.704/0001-42,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,DF,Brasília,70333-900,2000-07-17T13:15:48Z,2011-07-28T21:31:44Z,370017
radiobras.gov.br,009.168.704/0001-42,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,DF,Brasília,70333-900,1996-08-13T12:00:00Z,2015-05-23T01:55:11Z,13827
voz.gov.br,009.168.704/0001-42,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,DF,Brasília,70333-900,2016-01-18T13:07:22Z,2016-01-18T13:07:22Z,15079583
vozdobrasil.gov.br,009.168.704/0001-42,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,DF,Brasília,70333-900,2016-01-18T13:07:22Z,2016-01-18T13:07:22Z,15079616
pb.gov.br,009.189.499/0001-00,Companhia de Processamento de Dados da Paraiba,PB,João Pessoa,58010-400,1996-11-01T12:00:00Z,2019-01-22T21:36:39Z,0
brasilpresente.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2009-10-27T20:30:23Z,2014-09-22T17:04:44Z,6132322
casabrasil2016.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2016-08-02T19:24:33Z,2016-08-02T19:24:33Z,15934159
comunicacaosocial.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2010-01-13T14:04:12Z,2016-05-12T13:34:03Z,6425018
confecom.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2009-10-23T20:58:07Z,2014-09-22T17:05:26Z,6132259
convergenciademidias.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2010-10-29T19:16:39Z,2014-09-22T17:05:34Z,7498154
cop.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2009-11-18T17:03:04Z,2014-09-22T17:05:44Z,6275817
cop15.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2009-11-18T17:03:04Z,2014-09-22T17:05:53Z,6272565
cop15brasil.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2009-11-19T17:31:34Z,2014-09-22T17:06:01Z,6289632
cop15brazil.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2009-11-19T17:31:34Z,2014-09-22T17:06:13Z,6289641
emquestao.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2010-09-30T17:49:42Z,2014-09-22T17:06:22Z,7370703
fatoseboatos.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2015-09-04T16:52:44Z,2015-09-04T16:52:44Z,14633244
genero.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2010-01-13T14:04:12Z,2014-09-22T17:06:34Z,6426222
historiasdobrasil.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2015-08-12T17:17:06Z,2015-08-12T17:17:06Z,14509106
portalpadrao.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2014-09-18T11:26:31Z,2016-05-10T21:01:34Z,13338190
portalplanalto.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2011-08-08T10:45:44Z,2014-09-22T17:08:33Z,8638146
secom.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2009-09-29T12:54:20Z,2016-05-11T17:27:58Z,6041433
somostodosbrasil.gov.br,009.234.494/0001-43,Secretaria de Comunicação Social,DF,Brasília,70054-906,2015-09-24T17:04:32Z,2015-09-24T17:04:32Z,14689950
renapi.gov.br,009.266.912/0001-84,Instituto Federal de Brasília,DF,Brasília,70730-521,2011-02-04T13:38:34Z,2015-07-08T04:12:01Z,7805309
creci-pb.gov.br,009.292.194/0001-10,Conselho Regional de Corretores de Imóveis 21ª Reg,PB,João Pessoa,58013-120,2002-10-01T20:16:49Z,2019-01-25T15:00:51Z,978225
gsi.gov.br,009.399.736/0001-59,GABINETE DE SEGURANCA INSTITUCIONAL DA PRESIDENCIA,DF,Brasília,70150-900,2010-05-10T12:53:36Z,2016-05-16T19:59:21Z,6837292
creci-ce.gov.br,009.420.282/0001-50,Conselho Regional de Corretores de Imoveis do CE,CE,Fortaleza,60150-120,2001-11-06T19:51:09Z,2018-06-11T13:06:28Z,660888
etfc.gov.br,009.544.546/0001-88,ESCOLA TÉCNICA FEDERAL DE CANOAS,RS,Canoas,92412-240,2008-06-18T19:37:03Z,2018-12-20T18:25:39Z,4562786
crqxx.gov.br,009.558.631/0001-03,CONSELHO REGIONAL DE QUIMICA 20 REGIAO,MS,Campo Grande,79002-401,2010-09-14T19:57:22Z,2019-02-22T18:39:45Z,7307573
fundaj.gov.br,009.773.169/0001-59,FUNDACAO JOAQUIM NABUCO,PE,Recife,52071-440,1995-06-30T12:00:00Z,2017-07-25T19:38:26Z,0
casamilitar.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2015-11-04T18:09:01Z,2015-11-04T18:09:01Z,14879374
dialogabrasil.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2015-08-03T15:22:25Z,2015-08-03T15:22:25Z,14494864
governo.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2016-02-17T12:37:44Z,2016-02-17T12:37:44Z,15186843
participa.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2013-10-16T18:38:59Z,2016-12-21T20:28:48Z,12086744
participe.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2013-10-16T18:38:59Z,2016-12-22T19:44:45Z,12089290
participo.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2013-10-16T18:38:59Z,2016-12-22T19:45:25Z,12089314
secgeral.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2010-01-13T14:04:12Z,2016-05-02T14:57:16Z,6426174
secretaria-geral.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2010-01-13T14:19:41Z,2016-05-02T14:58:06Z,6426178
secretariadegoverno.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2016-02-17T12:37:44Z,2016-02-17T12:37:44Z,15186834
secretariageral.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2010-01-13T14:04:12Z,2016-05-02T14:56:26Z,6425828
segov.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2016-02-17T12:37:44Z,2016-02-17T12:37:44Z,15186838
sg.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2010-01-13T14:04:12Z,2016-05-02T14:55:38Z,6426184
sgov.gov.br,010.366.249/0001-79,SECRETARIA DE GOVERNO DA PRESIDENCIA DA REPUBLICA,DF,Brasília,70150-900,2016-02-17T12:37:44Z,2016-02-17T12:37:44Z,15186841
crtr17.gov.br,010.622.423/0001-05,Conselho Regional de Técnicos em Radiologia 17ª Rg,MA,São Luís,65015-460,2011-05-04T17:08:20Z,2019-04-29T20:33:07Z,8241651
crtr18.gov.br,010.765.721/0001-46,CONSELHO REG DOS TECN EM RADIOLOGIA 18 REGIAO,RO,Porto Velho,76820-179,2012-03-29T14:12:27Z,2012-03-29T14:12:27Z,9658942
ceitec.gov.br,010.770.641/0001-89,Centro Nacional de Tecnologia Eletronica Avancada,RS,Porto Alegre,91550-000,2013-11-13T16:08:27Z,2013-11-13T16:08:27Z,12219808
inovaif.gov.br,010.791.831/0001-82,"Instituto Federal de Educação, Ciências e Tecnolog",DF,Brasília,70860-100,2015-04-24T13:29:00Z,2015-04-24T13:29:00Z,13997050
sudene.gov.br,010.890.804/0001-67,SUPERINTENDENCIA DO DESENVOLVIMENTO DO NORDESTE -,PE,Recife,50670-500,1996-01-01T12:00:00Z,2015-11-24T15:20:01Z,0
ibram.gov.br,010.898.596/0001-42,Instituto Brasileiro de Museus - IBRAM,DF,Brasília,70040-020,2009-09-04T14:20:56Z,2015-01-18T13:01:47Z,5963433
museulasarsegall.gov.br,010.898.596/0001-42,Instituto Brasileiro de Museus - IBRAM,DF,Brasília,70040-020,2010-07-27T19:37:19Z,2012-09-03T18:39:09Z,7113884
museus.gov.br,010.898.596/0001-42,Instituto Brasileiro de Museus - IBRAM,DF,Brasília,70040-020,2006-10-19T14:12:11Z,2017-12-19T15:11:18Z,3133715
museuvictormeirelles.gov.br,010.898.596/0001-42,Instituto Brasileiro de Museus - IBRAM,DF,Brasília,70040-020,2010-08-19T13:17:50Z,2012-09-03T18:38:52Z,7123957
inma.gov.br,010.898.596/0010-33,MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO,ES,Santa Teresa,29650-000,2014-09-08T14:57:20Z,2016-02-26T13:29:02Z,13289016
institutodamataatlantica.gov.br,010.898.596/0010-33,MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO,ES,Santa Teresa,29650-000,2014-09-08T14:57:20Z,2016-02-26T13:29:50Z,13289046
museudebiologiamelloleitao.gov.br,010.898.596/0010-33,MUSEU DE BIOLOGIA PROFESSOR MELLO LEITAO,ES,Santa Teresa,29650-000,2011-09-06T13:38:09Z,2016-02-26T13:30:20Z,8742984
creci-pe.gov.br,011.005.444/0001-36,CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 7 REGIA,PE,Recife,50090-310,2008-05-02T18:23:45Z,2017-06-09T01:48:51Z,4380454
crecipe.gov.br,011.005.444/0001-36,CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 7 REGIA,PE,Recife,50090-310,2008-05-02T18:08:17Z,2017-06-08T20:49:13Z,4380107
emprel.gov.br,011.006.269/0001-00,EMPREL - EMPRESA MUNICIPAL DE INFORMATICA,PE,Recife,50761-350,1996-01-01T12:00:00Z,2015-11-06T19:44:21Z,0
creciac.gov.br,011.354.663/0001-20,CONSELHO REGIONAL DE CORRETORES DE IMOVEIS-26 REGI,AC,Rio Branco,69907-000,2017-02-17T13:55:36Z,2018-04-11T13:04:56Z,16638303
tjpe.gov.br,011.431.327/0001-34,TRIBUNAL DE JUSTICA DO ESTADO DE PERNAMBUCO,PE,Recife,50010-040,1997-10-10T11:00:00Z,2017-04-01T11:45:03Z,62308
cnmp.gov.br,011.439.520/0001-11,CONSELHO NACIONAL DO MINISTERIO PUBLICO,DF,Brasília,70070-600,2005-07-14T12:39:20Z,2017-01-18T12:55:38Z,2236197
dialogosfederativos.gov.br,011.475.658/0001-76,Subchefia de Assuntos Federativos,DF,Brasília,70150-900,2013-01-08T14:32:06Z,2013-01-08T14:32:06Z,10896318
relacoesinstitucionais.gov.br,011.475.667/0001-67,SECRETARIA DE RELACOES INSTITUCIONAIS DA PRESIDENC,DF,Brasília,70150-900,2010-01-13T14:04:12Z,2014-09-22T17:09:17Z,6426191
sri.gov.br,011.475.667/0001-67,SECRETARIA DE RELACOES INSTITUCIONAIS DA PRESIDENC,DF,Brasília,70150-900,2010-05-10T13:09:05Z,2016-10-05T18:04:46Z,6836616
coreconrr.gov.br,011.654.317/0001-68,CONSELHO REGIONAL DE ECONOMIA DA 27 REGIÃO,RR,Boa Vista,69301-110,2017-08-01T19:30:21Z,2017-08-01T21:33:32Z,17251153
coren-pe.gov.br,011.674.777/0001-58,Conselho Regional de Enfermagem de Pernambuco,PE,Recife,50070-325,2012-02-09T10:37:41Z,2019-03-15T02:36:07Z,9411912
crtr19.gov.br,011.899.162/0001-20,CONSELHO REGIONAL DE T. EM RADIOLOGIA 19,AM,Manaus,69053-520,2011-06-15T19:17:25Z,2017-01-23T16:51:35Z,8307335
creci-al.gov.br,012.475.711/0001-00,Conselho Regional de Corretores de Imoveis - AL,AL,Maceió,57051-050,2001-05-03T12:03:35Z,2017-04-01T15:07:18Z,555205
eafspb.gov.br,012.724.340/0001-44,ESCOLA AGROTECNICA FEDERAL DE SOUSA,PB,SOUSA,58808-970,2005-09-08T11:29:48Z,2011-05-31T17:37:45Z,2314476
coren-se.gov.br,013.161.344/0001-24,CONSELHO REGIONAL DE ENFERMAGEM DE SERGIPE,SE,Aracaju,49020-550,2018-01-29T18:51:29Z,2018-01-29T18:57:24Z,17970111
se.gov.br,013.164.959/0001-04,EMPRESA SERGIPANA DE TECNOLOGIA DA INFORMAÇÃO,SE,Aracaju,49027-010,1997-08-18T12:00:00Z,2019-06-10T12:20:24Z,52525
creci-se.gov.br,013.171.970/0001-00,CONSELHO REGIONAL CORRETORES DE IMOVEIS 16 REGIAO,SE,Aracaju,49015-250,2015-11-04T12:17:53Z,2015-11-26T20:28:28Z,14866141
